system,system_key,model,model_key,formal_requests,trace_role,manifest_trace_role,replay_rate,slo_profile,gpu_budget,llumnix_variant,routine_migration_enabled,total_requests,ok_requests,failed_requests,ttft_target_ms,tpot_target_ms,ttft_avg_ms,ttft_p95_ms,tpot_avg_ms,tpot_p95_ms,paper_slo_gate_pass,e2e_avg_ms,e2e_p95_ms,ce,monetary_cost_per_request_usd,monetary_cost_total_usd,infra_gpu_seconds_total,predeploy_startup_sec,client_prewarm_sec,trace_path,trace_sha256,raw_records_path,raw_records_sha256,source_summary_path,source_summary_sha256,manifest_path,manifest_sha256,llumnix_git_commit,baseline_harness_git_commit,relayserve_git_commit
Llumnix,llumnix,Llama-3.2 3B,3b,4000,formal4000,formal4000_v1,1.0,paper_nominal,4,official_routine_migration,true,4000,4000,0,180.0,14.0,137.05496732277393,235.4912641248916,30.33700313928251,34.34619556630003,false,5924.2795512727635,16902.929595250018,51.54436703515287,0.003274788416832034,13.099153667328135,16373.942084160168,73.16232914302964,8.090257916017435,/home/qhq/relayserve_serverless_llm/data_imports/traces/multi_turn_continuation/llama32_3b/llama32_3b_burstgptv2_chronological_sharegpt_multi_turn_formal4000_v1_trace.json,a90fddd1c6937a6ee8687c79b8006c3d6d24c5bb505ff6b9488377a5b05bb513,/home/qhq/serverless_llm_baselines/results/relayserve_continuation/llumnix/20260616_llumnix_3b_rayqueue_formal4000_v2/raw_records.json,7c37daac33df57e1aea163f3808828009f3d2e73fadec2cc90ae40d827d587df,/home/qhq/serverless_llm_baselines/results/relayserve_continuation/llumnix/20260616_llumnix_3b_rayqueue_formal4000_v2/source_summary.json,a740be671fec4ff9cfb648a75035d7df6bf969492955808d0174e0536be90231,/home/qhq/serverless_llm_baselines/results/relayserve_continuation/llumnix/20260616_llumnix_3b_rayqueue_formal4000_v2/manifest.json,f88efbdc5505004ecea63be81a6e327f1d9f623e4c69c2b7d8d21673224a2c9f,3fb6c0376b3b186a73f722abda8c410653d49d8e,dba9de62e9c73416fb45fb8166ca87d99938db95,57d9a6cf93f8b73d6060c60e9269d7e2b478ddca
Llumnix,llumnix,Llama-2 7B,7b,4000,formal4000,formal4000_v1,1.0,paper_nominal,4,official_no_routine_migration,false,4000,4000,0,440.0,32.0,274.4855104720426,535.7786369064705,36.51898228449125,46.679179041368656,false,8197.092862463325,23971.879616033562,37.26097003994571,0.0032740551294015725,13.09622051760629,16370.27564700786,68.89118751802016,6.781151602976024,/home/qhq/relayserve_serverless_llm/data_imports/traces/multi_turn_continuation/llama2_7b/llama2_7b_burstgptv2_chronological_sharegpt_multi_turn_formal4000_v1_trace.json,184029a4954fdf2029a31c040f8811c787fe4d0d64874b55f03efbf136988394,/home/qhq/serverless_llm_baselines/results/relayserve_continuation/llumnix/20260616_llumnix_7b_nomig_rayqueue_formal4000_v1/raw_records.json,e9d346dba9c3f5e28dc2794730280a719f9f364209203c7b58dd95fc5a887c7c,/home/qhq/serverless_llm_baselines/results/relayserve_continuation/llumnix/20260616_llumnix_7b_nomig_rayqueue_formal4000_v1/source_summary.json,a8ed4a8665c2c83693f2699e959166bbd99997a7e7d85110257ec2c860a703bd,/home/qhq/serverless_llm_baselines/results/relayserve_continuation/llumnix/20260616_llumnix_7b_nomig_rayqueue_formal4000_v1/manifest.json,85b1c2bfde06416a394e95c77324c5a84916c3f085c437e555c9afc1097a143f,3fb6c0376b3b186a73f722abda8c410653d49d8e,c68a3de564c3da99e5e861518a6c213c7f31dde5,57d9a6cf93f8b73d6060c60e9269d7e2b478ddca
