scenario,label,tier,tier_label,n,share_pct,ttft_p50_ms,ttft_p95_ms,adapter_prep_p95_ms,dispatch_wait_p95_ms,runtime_ttft_p95_ms,ttft_mean_ms,adapter_prep_mean_ms,dispatch_wait_mean_ms,runtime_ttft_mean_ms
faaslora_nvme,PrimeLoRA-NVMe,gpu,GPU-ready,3825,95.625,511.48644628119655,1047.2201634256633,0.0,964.0092867659375,668.5533657844644,556.222857742797,0.0,251.83891646398135,444.86696675229587
faaslora_nvme,PrimeLoRA-NVMe,host,HOST-prepared,44,1.1,564.4837507861666,3168.239682218701,52.24806773662567,5553.411831571434,660.9160375446663,1147.6288388902585,51.42986513809724,1702.311243838763,522.2838565466438
faaslora_nvme,PrimeLoRA-NVMe,nvme,NVMe-prepared,131,3.275,570.0393120932858,6044.261481118156,44.237762331962585,17068.686531842104,719.7421359887812,1127.642838840012,39.45138127370039,1736.908749450853,507.8113264289155
faaslora_no_coord,PrimeLoRA-NoCoord,gpu,GPU-ready,3822,95.55,514.3504862789996,1024.2607307736762,0.0,923.6564645761969,670.4991065955253,542.1487689084041,0.0,208.53835754288707,450.91872678932026
faaslora_no_coord,PrimeLoRA-NoCoord,host,HOST-prepared,46,1.15,547.6360790926265,2013.0683385505108,52.24806773662567,4183.904316523694,613.0792092299089,911.034193844661,51.3784804240517,1143.9616617989604,515.1919599112538
faaslora_no_coord,PrimeLoRA-NoCoord,nvme,NVMe-prepared,132,3.3,555.0575557426782,5481.580400794323,44.237762331962585,15439.194234687562,649.5110456991823,1090.813539350744,39.43966071714055,1679.3837929389238,491.4483232708087
faaslora_full,PrimeLoRA,gpu,GPU-ready,3832,95.8,505.56935989880003,906.4754657403677,0.0,740.6597073553694,646.7134515274664,521.474427494578,0.0,200.57102926772524,439.37943510611
faaslora_full,PrimeLoRA,host,HOST-prepared,37,0.925,498.5879817395471,6577.792979188948,52.248067784309384,18334.916173975176,685.8305482019205,1215.9622145716,51.41020863281714,2180.8799440041184,472.1224607036109
faaslora_full,PrimeLoRA,nvme,NVMe-prepared,131,3.275,550.2019741106778,4804.175359793589,44.237762331962585,13292.488376799156,689.8164140002336,1064.026902928968,39.45138127370039,1597.0845910116677,489.71219667196203
